Knauer Piano,34.172832489,-118.5537567139,School
Good Shepard Preschool,33.8384718038,-118.0095540405,School
Hill Valley High School,33.979192,-118.044256,High School
Haster Site OCDE,33.7756030405,-117.9056164667,High School
MIT @ Vaughn,34.2798783265,-118.4212191879,School
Cesar Chavez Learning Academies,34.2882013513,-118.4209738879,High School
Esther Leuschner Walter School,33.8058780011,-117.9735822601,School
Armenian Mesrobian High School,34.01101869,-118.0906407333,High School
Suika Preschool,33.8646014055,-118.3236470338,School
Liberty Fun Club,34.0230868746,-117.6389606512,School
Bright Star Secondary Charter Academy,33.9480885143,-118.3761521007,School
South Bay Enrichment Academy,33.8434588231,-118.3106666371,School
Kumon of El Segundo,33.9184236521,-118.417043333,School
Carden School,33.9270873914,-117.9886638412,School
Walteria Tutoring,33.802781,-118.354607,School
Boys And Girls Club Garden Grove,33.7780674623,-118.0257818518,School
The Bruno-Waid Reading Center,33.7143254217,-118.0419224184,School
James Madison Elementary School,33.8386860167,-118.1577159863,School
La Casita Verde,34.098702,-118.205807,School
61st St Elementary,33.9862898794,-118.2812886904,School
Coastal Kids Preschool,33.806259,-118.357704,School
Los Angeles Ballet Academy,34.1569725362,-118.4909325023,School
Kiddy Tyme,34.033596,-118.093303,School
Fusion Academy & Learning Center,33.7357213652,-117.9952977316,School
Barbizon Acting & Modeling school,34.0548531688,-118.2600770162,School
Room 163,33.959067568,-117.6866044751,High School
Stone Creek Elementary,33.6847821774,-117.8026413918,School
Little Shepard's Learning Center,34.2741778166,-118.5630502381,School
Rancho Palos Verdes Preschool and Kindergarten,33.768365,-118.370894,School
Walnut Elementary,33.9383596939,-117.9495760724,School
Will Rogers Elementary School,34.0123532659,-118.4715094813,School
Ms. Kato,34.033633,-118.122736,High School
Ms. I's Class,34.033633,-118.122736,High School
The Dance Center,33.8010768221,-118.3508318599,School
Revel's Room,34.270849,-118.584795,High School
Csudh Child Development Center,33.866628,-118.251451,School
Japanese School language school unified district,34.0486289836,-118.2902807305,School
Cloud Child Development Preschool,34.2264628398,-118.245481399,School
St. Robert Bellarmine Elementary School,34.185692,-118.304841,School
Center for Living Peace,33.6500075667,-117.839155,School
Boulevard School,34.1861437968,-118.6285203695,School
The Choir Room,33.9818930626,-117.8845399618,High School
Yeshivat Yavneh,34.0694394705,-118.3362040787,School
Valley Olympic Tae Kwon Do,34.2240683812,-118.3651388059,School
Mt Sac English Building 26a Room 3610 Enke,34.0476334462,-117.844098552,School
Alternative Education Center,33.9597053528,-117.689201355,School
Room 231,33.794074,-118.261344,High School
Osso's Class,33.848123,-117.787929,High School
William McKinley Highschool,33.79355707,-118.2161092758,High School
Kumon of Pomona,34.079196,-117.719259,School
Ranco Cucamonga High School Gym,34.1219559685,-117.5456434268,High School
Kumon of Manhattan Beach,33.901307,-118.396267,School
Monte Vista Elementary,33.7379711964,-117.896799227,School
St Justin Martyr Parish School,33.8168527178,-117.9537346299,School
San Fernando Valley Academy,34.251256044,-118.517651107,School
California Brokers Institute,34.1888783292,-118.5938203141,School
Mercer Hall PCHS,34.047136,-118.531053,High School
Eldo Parking Lot,33.892720754,-117.8555682158,High School
Tiny Tigers Preschool,34.2620786833,-118.3192696,School
Gallatin Elementary School,33.9535946839,-118.1187056539,School
trousdale,33.7910290818,-117.8115228384,High School
YMCA,34.061325,-117.74979,School
LA's Best,34.0216764187,-118.3660803852,School
Brown Town,34.128102,-118.144005,High School
Kumon of Sun Valley,34.228092,-118.36623,School
Walsh's Physics Class,33.84713457,-117.78744053,High School
Kumon of Palos Verdes,33.768742,-118.370846,School
St. John Bosco Lacrosse Field,33.9080421783,-118.1243860374,High School
Paramount High School- West Campus,33.9002442343,-118.1597442615,High School
Ladybug Music,34.1440432782,-118.4049260616,School
Ocean Charter School,33.9873721034,-118.4201809387,School
Adventures In Learning,33.78686025,-117.823174,School
Nicholas Jr High School,33.8625464422,-117.9454746221,High School
Brethren Christian School,33.6553312797,-117.958676724,High School
ACMAE,34.085682,-117.570612,High School
La Vista/La Sierra High School,33.8793390277,-117.8903333594,High School
Broadacers Elementary,33.8526362719,-118.2381545699,School
OHS gym,34.0392690538,-117.6657403055,High School
Mahalo Surf School,33.7149339147,-118.0418944359,School
McKinna Learning Center,34.021648605,-118.8039636612,School
Riverside Drive Elementary School,34.1591808356,-118.4177050874,School
Village Academy High School,34.062118656,-117.722741756,High School
Kumon of Hacienda Heights,33.9961965876,-117.9654547215,School
School Climate Bill of Rights Rally,34.1445076113,-118.0896379475,School
Big Gym,34.0724742529,-117.7030615816,High School
Elite Educational Institute,33.6565122095,-117.861153978,School
St. Cornelius Catholic School,33.8180073255,-118.1242603166,School
Jordan High School Basketball Gym,33.9399862201,-118.2294624777,High School
Valley Alternative Magnet School,34.192943268,-118.501983103,High School
San Gabriel Ave. Elementary Sc,33.9558648902,-118.2014300568,School
My Lil' Dudes School,33.789359,-118.324334,School
Imperial Elementary,33.8446210667,-117.7900651167,School
Washington Headstart,33.9055266823,-118.240514,School
Xamaze In Home Tutoring,34.12331,-117.79916,School
Veritas Academy,33.773519,-118.37616,School
Career Prepatory Academy,34.006607603,-118.3400737437,School
Noble Kids,34.1901376791,-118.6193483973,School
Jordan Freshman Academy,33.8712918258,-118.2057311707,High School
Bundle Of Joy,33.8217187922,-118.1890230559,School
Kumon of Fullerton - North,33.8925080106,-117.9458350044,School
Granada Elementary School,34.2671228082,-118.5073997939,School
Karis Academy,33.691942,-117.767238,School
Options Head Start,34.04085,-118.0423,School
in my desk,33.63613555,-117.877808825,School
Kiddie Academy,34.1076559309,-117.7045852083,School
Kumon of Anaheim - Oak Canyon,33.830972,-117.760575,School
The Language Door,34.155072,-118.475721,School
Modern Music School Pasadena,34.1458724348,-118.0888867378,School
Ontario Christian High School,34.0334003995,-117.6668001834,High School
Valor Academy,34.2293251396,-118.4363301177,School
Options For Youth Charter School,34.299696,-118.4413075447,School
Norma Coombs Alternative School,34.15906394,-118.096931046,School
Rockdale Elementary,34.133320605,-118.1945443153,School
San Pedro High School Gymnasium,33.7302698253,-118.2980905742,High School
Rosemount Learning Garden,34.116868,-117.725735,School
Candy Lane PreSchool/ Tutoring,33.973174,-118.331037,School
Chino Valley Adult School,34.0120239258,-117.6786880493,School
M&M Motorcycle Training Course,33.857142,-117.904088,School
David Starr Jordan High School,33.8719550384,-118.1843387815,High School
St. Timothy Lutheran Preschool,33.8424021006,-118.11694825,School
Foshay Elementary Village,34.0198459946,-118.3067905917,School
Sunkist Elementary School,33.8452740201,-117.8800046583,School
UCA Utica Property,34.07726,-117.57142,High School
Animo College Prep Academy,33.943415,-118.22996,High School
In Class,33.9190166545,-118.1146995581,School
Carlos Santana Arts Academy,34.2394386858,-118.4650821611,School
Costa Mesa High School,33.670354159,-117.907075882,High School
Ánimo Leadership Charter High School,33.9342664787,-118.3482693787,High School
Fountain Valley School District,33.6715198503,-117.9658608212,School
City Terrace Early Childhood,34.05563042,-118.19183475,School
Leroy L. Doig Intermediate School,33.7664968888,-117.9066921291,School
Yorba Linda Preschool,33.8881713152,-117.8176939488,School
Maria Regina Catholic School,33.9082088121,-118.3170656288,School
Ralston Intermediate School,33.7817783578,-117.9408410718,School
Duke Ellington HS,33.935364,-118.305008,High School
Stella Middle Charter Academy,34.0312927865,-118.3520816973,School
Eisenhower Elementary,33.7707855808,-117.9091523965,School
Opportunity Learning,34.0788603962,-117.9943941646,School
Laura Roberts School Of Dance,33.7268635636,-118.0284062949,School
Crest View School,33.7000751663,-117.9850722872,School
Tuffree Middle School,33.899750353,-117.8638552277,High School
Edhs Joe Raya Gym,33.8928642273,-117.8562545776,School
Jefferson Elementary School,33.8925262137,-118.1485727356,School
Columbia Elementary School,34.071119471,-118.0338666129,School
Western Christian High School,34.0829124845,-117.8659415245,School
Edmondson School,33.8928395898,-118.0767542572,School
Lathrop Intermediate School,33.7340884736,-117.8682675641,School
Oakwood Secondary School,34.1646411999,-118.3844232559,School
Svoboda's Room,33.847096,-117.787471,High School
Monroe Elementary School,33.7275926672,-117.9300861981,School
DHS Library,34.136811781,-117.9719808039,High School
Los Angeles county Office Of Education,33.9713699018,-118.1028693245,High School
Caltop Educational Institute,33.8734316576,-118.038600658,School
Think Together,34.071327,-117.972469,School
Wilson Yearbook (Prowler),33.9988820452,-117.9480830867,High School
Mariners Christian School,33.675676304,-117.8769602972,School
William Green Elementary,33.8781286556,-118.3563105308,School
Environmental Charter High School,33.8822052515,-118.3551177936,High School
St. Paul's Lutheran Preschool,33.8299362142,-117.8412759304,School
St. Matthias High School,33.9193739927,-118.1592871875,High School
UCI Child Development Center,33.6629491804,-117.8567872543,School
Mike Russ Insurance School,33.82365,-117.9600870609,School
Valley Schools,34.2010042338,-118.474976823,School
CVUSD Alternative Education Center,33.9756851196,-117.7122802734,High School
Robert Fulton Middle School,34.2077316742,-118.4583808301,High School
Mary McLeod Bethune Middle School,33.977963,-118.276594,School
South High Library,33.8114801092,-118.3637578134,High School
New Roads High School,34.0313989097,-118.462070873,School
Hermosa School Of Dance & Music,33.865872,-118.386984,School
ASB Room,34.039096,-117.665462,High School
Kumon of Huntington Beach,33.7291313868,-118.0055111521,School
Francisco Bravo Medical Magnet H.S.,34.0579097388,-118.2034064119,High School
Huntington Drive Elementary,34.0842178254,-118.1901141308,High School
Magnolia Hs Office,33.816004,-117.971939,High School
Room 112,34.134778,-117.835451,High School
Village View Elementary School,33.7272741602,-118.0350272661,School
Esperanza Elementary School,34.0554716211,-118.2715539154,School
Amestoy Elementary School,33.8964485894,-118.2937974881,School
CHS Band Room,33.8471131127,-117.7879990114,High School
Mayfair Middle School,33.8647856597,-118.1154939268,School
Success Design International Life Strategies Coaching,33.6290209223,-117.8686022758,School
Leo Politi Elementary School,34.0512495088,-118.2869351761,School
Jefferson Middle School,33.8320152091,-118.3573434686,School
Wilcox Elementary School,34.0253909,-118.123398,School
Washington School,34.052516,-117.736893,School
Estancia Choir Room (lunch Detention),33.659207,-117.934478,High School
Global Environmental Network,33.819666,-117.905816,School
Hillside High School,34.0953978072,-117.6799650862,High School
Gateway Montessori & Preschool,34.0985503532,-117.8723249877,School
West Whittier Elementary School,33.986597659,-118.0675739089,School
Orangethorpe Elementary School,33.8570921235,-117.9581848087,School
Troy High School Gymnasium,33.8807429568,-117.892061428,High School
Charles Emery Elementary School,33.885203284,-117.9828132313,School
Parks Huerta Early Education Center,33.988368,-118.292602,School
Colfax Summer Camp,34.1685311943,-118.4151892655,School
eCALS High School,34.102591119,-118.2395936912,High School
Oak Knoll Alternative School,34.1136521753,-117.846736908,High School
Mrs Warfields Classroom,34.051587,-118.210381,School
Wescove Daycare,34.05842,-117.941115,School
Cowan Avenue Elementary,33.972560045,-118.4053880382,School
Philly Elem.,34.0331086,-117.74345213,School
Valencia Band Room,33.8749630617,-117.868387743,High School
Thomas Jefferson Elementary,33.910849622,-118.2238997647,School
Arrow High School,34.1116113245,-117.8474925946,High School
Options for Youth San Gabriel Charter School,34.10160915,-117.9352404,School
Los Encinos School,34.160084091,-118.5055353319,School
Reid High,33.797173414,-118.2157838205,High School
Ynez Middle School,34.0617937776,-118.1289290682,School
Roynon School,34.1036660673,-117.7671404963,School
Childtime,33.6415229719,-117.8774123766,School
R.D. White Elementary School,34.1540089401,-118.2459325341,School
Longfellow Elementary School,34.1696413161,-118.1291062154,School
Mt Sac Kick Boxing,34.047500305,-117.8425989718,School
F2,34.098538,-117.824227,High School
Acamemy Of Classical Education,33.6413056581,-117.8689256855,School
ASB Room,34.0984792547,-117.8241336651,High School
Highland Elementary,33.9730811603,-118.3620686502,School
Dupont Refinishing Systems Training Center,34.0232459588,-117.7358511708,School
Mathnasium Of Glendora,34.129117,-117.831117,School
Children's Orchard,33.7942056034,-118.3357531827,School
Arroyo PacIfic School - Clarke Center,34.144805,-118.032868,High School
Wing Lane Room 73,34.0296398407,-117.9283356099,School
Wing Lane Room 61,34.0293388367,-117.9280776977,School
Guardian Angel Elementary School,34.2682240206,-118.4147785155,School
Girls Locker Room,34.129376,-118.036833,High School
AEWC,33.7147074938,-118.2979434729,High School
Gamebot School,34.166282,-118.595364,School
Alexandria Ave. Elementary,34.0776518582,-118.2982492447,School
Gateway Academy,34.019595,-117.724212,School
Ivy Bound Academy,34.161444,-118.468604,School
C.J. Morris Elementary,34.0278230331,-117.8367894129,School
Gwennie's Day Care,33.9107670525,-118.2515607822,School
Daily Family Childcare,33.9040641785,-118.2504043579,School
Garden Grove Elementary School,34.2051182483,-118.5290704779,School
GAMC Child Center,34.15324631,-118.22836563,School
Rose City Continuation High School,34.13938,-118.13446,High School
Western Christian School,33.9869398572,-117.730484956,School
E Building,34.1691939834,-118.5718846189,High School
T Building At Taft High School,34.1692003231,-118.5718960178,High School
B Building,34.1691957404,-118.5716509414,High School
Upper Lunch,34.1688355707,-118.5717250343,High School
Rio Vista Elementary,33.989784,-118.095145,School
Long Beach Poly Main Entrance,33.7880579429,-118.1828706352,School
Maryvale,34.054672122,-118.1023567915,School
Longfellow School,34.1398508496,-117.9099019132,School
rainbow school,33.91629676,-118.23119548,School
Norwood Street Elementary School,34.0353933678,-118.2797357313,School
Arrow Continuation School,34.111049,-117.847433,High School
Bright Horizons,34.021029588,-118.4444240839,School
Hamilton LEARNS,34.141277,-118.10761,School
Kwis Elementary,34.000824799,-117.9737652827,School
Miguel Contreras Learning Complex,34.0583577079,-118.2605166927,High School
B Sitskis,34.162222,-118.490318,School
Degrassi Community School,34.1431197667,-118.2214962,High School
Lopez Elementary School,34.0529587195,-117.7591812319,School
romana Elementary School,33.9089995606,-118.3578627885,School
Fernando R. Ledesma High School,34.0771275759,-118.00229904,High School
Vista Middle Academy,33.9947525958,-118.4192510726,School
CVUHSD,33.8967905353,-118.3672388058,High School
Pasadena Conservatory of Music,34.1480454115,-118.1210715504,School
Ms. Kuper's Class,34.0479011536,-118.53150177,High School
Wing Lane Leadership Meeting,34.0287082523,-117.9282497964,School
Clark Penitentiary,34.236801,-118.253703,High School
R5,34.099059,-117.824712,High School
St. Timothy School,34.045984027,-118.4182983823,School
daisy meeting,34.1419351943,-117.5847480144,School
El Camino Elementary School,34.0812082485,-117.6797817692,School
San Marino High School Bandroom,34.1256368096,-118.1006460657,High School
McCrary's Class,34.260831,-118.298888,High School
Ynez,34.0581483643,-118.1288662095,School
MHS ASB(:,34.1418113709,-118.157371521,High School
Aim High Tutors,33.6260550266,-117.9035353661,School
Hermosa Valley School,33.867066225,-118.3963621862,School
Kadima Day School,34.1976983464,-118.6149215698,School
Baldyview Gymnastics,34.1081501413,-117.6969039409,School
Temple City Education Center,34.1157196667,-118.0729578833,School
Orange Grove Elementary School,33.8201015149,-117.9145362602,School
Ontario Maple Headstart,34.0430319576,-117.6582235945,School
Davidson's Econ Class,33.847128,-117.787524,High School
MHS ASB,34.1418151855,-118.1572418213,High School
Tutoring,34.0045652833,-117.71896355,School
CAVA,34.0791255274,-117.6723114519,High School
The Prentice School,33.7696089373,-117.8182662755,High School
Neighbors Empowering Youth Inc.,34.1908242553,-118.1486598771,School
Concept Design Academy,34.14005,-118.151548,High School
Tutor Time,34.107076,-117.853458,School
Kumon of La Canada,34.205145,-118.201722,School
Signal Hill Elementary School,33.7987109985,-118.1728332083,School
Huerta Elementary,34.019984353,-118.2683393194,School
Bernie's Class,33.993724,-117.731746,High School
NODADO's Class,33.790833,-117.809584,School
Senior Quad,34.1689561147,-118.5716167447,High School
UCode,33.8725279922,-118.3929559702,School
Portables,33.996845,-117.983325,School
La Palma Christian School,33.8449287415,-118.0361557007,School
Brentwood Library,34.0530205424,-118.4689260365,School
Teen Driving Academy,33.904366,-117.843341,School
Foothill Christian School,34.120027,-117.818562,School
e-chinese Education Center,33.770231,-118.368763,School
Noah's Ark Pre-school,34.112111,-118.073742,School
Thigpen's Room,34.0161111111,-117.8484027778,School
Montebello Adult School,34.014515,-118.123904,School
Premier Academy,34.0154314041,-117.85087341,School
Montessori Preschool,33.9932087135,-117.9725241567,School
Academy Of Culinary Education,34.168372,-118.604795,School
Pi Tutorial,34.1340293884,-117.9658432007,School
G-3 Mrs. Stallings room!,34.011556,-117.87669,High School
Crossroads School,34.1938603172,-118.4454488754,High School
Kumon of Porter Ranch,34.273326,-118.556348,School
Academic Playground,33.7770042419,-117.8357925415,School
IQRA Elementry School,34.2787,-118.515,School
The Art House,33.9176595994,-117.924685636,School
Little Acorns Grow,34.1961216008,-118.4802062126,School
Garvanza Elementary School,34.1175161884,-118.1826021402,School
Junípero Serra High School,33.8959572416,-118.3167916358,High School
Salesian HS,34.032542,-118.21566,High School
Alhambra High School,34.0837843978,-118.1569618047,High School
Esqueda (Manuel) Elementary,33.716552166,-117.8681988905,School
University High,33.7284681701,-117.8082254478,High School
Bertrand Elementary,34.1981635779,-118.5250854755,School
Ascot Elementary School,34.0034454681,-118.2495415724,School
Carver Elementary School,33.9243417025,-118.2494444948,School
Fairfax High School,34.0826992222,-118.3600473404,High School
Emmaus Lutheran Church & School,34.0862815882,-118.1165854634,School
Longfellow Elementary School,33.9880731352,-118.0518358724,School
Suva Middle School,33.9672949223,-118.1433974039,School
Sunnyside Preschool,34.1721482659,-118.4409446963,School
Bellflower Unified School District,33.8828904,-118.1343291207,School
Harrison Elementary School,34.099319252,-117.7438286185,School
Westside Global Awareness Magnet,33.979285,-118.464828,School
Lugo elementary,33.9325880026,-118.1847558013,School
Dorthy Gibson High School,34.088239,-117.614888,High School
Hickory Elementary,33.8208096555,-118.3353707764,School
Centro de Alegria,34.0481064858,-118.2067535977,School
Santa Ana High School,33.7435901915,-117.8744194755,High School
Laurel Hall School,34.1799975869,-118.3918905258,School
Susan b anthony elemetary,33.7407939546,-117.9506571922,School
Acaciawood High School,33.846089,-117.973776,High School
Gertz-Ressler High School,34.0367195641,-118.2832584159,High School
Associated Students Childrens Center,34.243235075,-118.5334943445,School
Jefferson Elementary,34.1537416394,-118.1187685163,School
Los Angeles Elementary,34.0486476445,-118.305837265,School
gascon elementary,34.02096,-118.141952,School
Superbad School,33.9245300293,-118.4159011841,High School
Bellarmine-Jefferson High School,34.1844162735,-118.3059685618,High School
Warner Middle School,33.7561820294,-117.9804969544,School
YULA Boys High School,34.0539,-118.401052,High School
Halsey Schools,34.166786,-118.596639,School
G2 The Groundlings School,34.0833731525,-118.3481723575,School
Arroyo Head Start,34.178006454,-118.164737717,School
Parthenia Elementary School,34.2272089741,-118.4992917967,School
Litracy Center,33.9828219879,-118.0379260071,School
Sacred Heart High School,34.0699119198,-118.2119056234,High School
Burton Elementary School,34.2194170631,-118.4411329273,School
nik driving school,34.1716895071,-118.561964035,School
Schmitt Elementary School,33.7660923109,-118.0041673145,School
Prepmasters,33.6559539933,-117.8739069881,School
Personalized Music Lessons,34.130349984,-118.2411718369,School
Mayberry Elementary School,34.0843669592,-118.2647478075,School
Kumon of Culver City,34.003125,-118.393905,School
Calvert Street Elementary,34.1821349014,-118.5648855487,School
Gethsemane Baptist Christain School,33.8642210599,-118.1774035375,High School
Maya Angelou Community High School,33.9935035706,-118.2656021118,High School
Moneta High School,33.870297,-118.294561,High School
Mainstream Centers,34.1249423468,-117.8679985921,School
Van Nuys Airport,34.207798,-118.523722,School
White Hall Arts Academy,33.992953,-118.324098,School
Edu4u,33.6935436986,-117.7686063378,School
Wardman and Pickering,33.9774825089,-118.0419224184,School
Horizon Cross Cultural Center,33.774878,-117.892977,School
Kingsly Elementary School,34.0662232234,-117.6820674893,School
El Segundo School District Office,33.924868662,-118.4117663178,School
Maywood Academy High School,33.9825978254,-118.1888174075,High School
Anaheim High School,33.8354082721,-117.9167103572,High School
University Of Pheonix,34.1787935101,-118.5907316003,School
Gan Tapuz Preschool,33.6247127391,-117.8614515753,School
Homework Bound Learning Center,34.249114,-118.580319,School
Devonshire Montessori School,34.257681,-118.458232,School
San Gabriel Mission High School,34.098683698,-118.1070471457,High School
Color My World Art Studio,33.8710193394,-118.0749479501,School
Opportunities for Learning,33.8298149109,-118.1854248047,High School
Montclair Track And Field,34.0715035176,-117.6994357582,High School
ArtSteps,33.8901021194,-117.8160452048,School
Park West High School,34.0565956428,-117.7728320189,High School
Amelia Earhart Continuation School,34.1652145386,-118.3926239014,High School
The Princeton Review,33.6494119986,-117.8388614147,School
Ms. Mollo's Class,34.00901,-117.890293,High School
Hansen Elementary School,33.8148904638,-118.010674825,School
Westmont Elementary School: Teachers Party Room,34.049130425,-117.7816037198,School
Bus,34.1618549,-118.09114219,High School
Jordan Elementary School,33.7791090717,-117.8070747819,School
St. James Catholic School,33.8432098066,-118.3629360605,School
Learning Ladder,34.204167,-118.205721,School
Room 206,34.154227,-118.326164,High School
Head Start Preschool,33.9967954147,-118.4655498184,School
Creative Academy,34.1601997359,-118.2858390074,School
"""BLEAD For Life"". Blood Donation Drive",33.7798,-117.892,School
McKinley Elementary,34.1664866624,-118.3110776411,School
Marguerita School,34.0738787796,-118.1381747704,School
Lindbergh Child Development Center,33.9193697614,-118.2146814847,School
Sylvan Learning Center,34.0674601522,-117.9319054188,School
MPC Room 5,33.9786033664,-118.2298222773,School
Horace Mann Elementary,33.7678963699,-118.1542478665,School
The Yearbook Room,33.982297237,-117.8390274028,High School
O.F.L,33.8702163696,-118.1591796875,High School
Ruang 3 UAS sman 1 smd,34.0577458,-117.824455,School
Brookhurst Elementary,33.7836921886,-117.9613307553,School
Manchester Elementary,33.958890748,-118.2862557807,School
Chaffey High School,34.0792514075,-117.6519441605,High School
San Pedro High School,33.7306363906,-118.2978679301,High School
Ethel Dwyer Middle School,33.6688987232,-118.005502224,School
Glendora High School,34.1347222952,-117.8363658516,High School
John F. Kennedy High School,33.8416908305,-118.0384397507,High School
Upland High School,34.1040988233,-117.6580489176,High School
Sunny Hills High School,33.8835984591,-117.9542322775,High School
John Burroughs High School,34.1697327175,-118.3273000884,High School
